AsOfDate,Account Number,Account Name,Branch Number,View,Amount
2025-08-31,101015,ATM CASH                           ,1,Average Balance,120000
2025-08-31,101015,ATM CASH                           ,1,Ending Balance,120000
2025-08-31,101015,ATM CASH                           ,2,Average Balance,140000
2025-08-31,101015,ATM CASH                           ,2,Ending Balance,140000
2025-08-31,101015,ATM CASH                           ,3,Average Balance,80000
2025-08-31,101015,ATM CASH                           ,3,Ending Balance,80000
2025-08-31,101015,ATM CASH                           ,4,Average Balance,80000
2025-08-31,101015,ATM CASH                           ,4,Ending Balance,80000
2025-08-31,101015,ATM CASH                           ,5,Average Balance,90000
2025-08-31,101015,ATM CASH                           ,5,Ending Balance,90000
2025-08-31,101015,ATM CASH                           ,6,Average Balance,60000
2025-08-31,101015,ATM CASH                           ,6,Ending Balance,60000
2025-08-31,101015,ATM CASH                           ,7,Average Balance,80000
2025-08-31,101015,ATM CASH                           ,7,Ending Balance,80000
2025-08-31,101015,ATM CASH                           ,9,Average Balance,30000
2025-08-31,101015,ATM CASH                           ,9,Ending Balance,30000
2025-08-31,101015,ATM CASH                           ,10,Average Balance,100000
2025-08-31,101015,ATM CASH                           ,10,Ending Balance,100000
2025-08-31,101015,ATM CASH                           ,15,Average Balance,40000
2025-08-31,101015,ATM CASH                           ,15,Ending Balance,40000
2025-08-31,101015,ATM CASH                           ,17,Average Balance,19354.84
2025-08-31,101015,ATM CASH                           ,17,Ending Balance,60000
2025-08-31,101015,ATM CASH                           ,21,Average Balance,80000
2025-08-31,101015,ATM CASH                           ,21,Ending Balance,80000
2025-08-31,101015,ATM CASH                           ,22,Average Balance,40000
2025-08-31,101015,ATM CASH                           ,22,Ending Balance,40000
2025-08-31,101015,ATM CASH                           ,40,Average Balance,10000
2025-08-31,101015,ATM CASH                           ,40,Ending Balance,10000
2025-08-31,101015,ATM CASH                           ,41,Average Balance,10000
2025-08-31,101015,ATM CASH                           ,41,Ending Balance,10000
2025-08-31,101065,TELLER/VAULT CASH                  ,1,Average Balance,974518.86
2025-08-31,101065,TELLER/VAULT CASH                  ,1,Ending Balance,877987.02
